,tweets,words,
2074, Your doctor's diet is a death wish - WorldNetDaily - http://t.co/KHXEJDkWJg http://t.co/Ua4Zyl6zvW,doctors diet death wish worldnetdaily,can'tsay
2080, 10 reasons people in medical education  should be using twitter @amcunningham #300secs http://t.co/SrpCHOPLiA,reasons people medical education using twitter #300secs,can'tsay
2081, Bak in dis fucking hospital !! :( :(,bak dis fucking hospital,can'tsay
2096, @paulwdoctor Thank you Doctor!,thank doctor,can'tsay
2097," @AJhimself happy birthday don't be headed for the hospital please place <tweepy.models.Place object at 0x0292CF90> coordinates {u'type': u'Point', u'coordinates': [-117.07052655, 32.77501514]}",happy birthday headed hospital please,can'tsay
2104, @emily_heywood and he's a doctor...so he shouldn't find the need to have his chest out so much....,hes doctorso chest,can'tsay
2106," I should not need my employers permission to obtain medical care. But yet another bill is being debated, this time in NC, that wld force it.",employers permission obtain medical care bill debated time nc wld force,can'tsay
2109," MT @maricopafirepio: OPEN HOUSE! Come celebrate Emergency Medical Services Week with on 5/18, 9am-1pm at Fire St. 571 http://t.co/X695ujnwiv",mt house celebrate emergency medical services week fire st,can'tsay
2114, @xxcchhrroo the older man on our floor went to hospital I don't know why maybe pain in chest,floor hospital maybe pain chest,can'tsay
2115," I think doctor who is like mcr to me, i won't appreciate it fully until its gone and I don't really know how much it means to me",doctor mcr wo appreciate gone means,can'tsay
2119," MEDICAL OFFICE ASSISTANT. Morganton, NC. http://t.co/9z2gVKZdrE",medical office assistant morganton nc,can'tsay
2131, it's doctor who so i'm shutting uo @philisn0tonfire,doctor shutting uo,can'tsay
2135, My doctor doesn't rate me. Why've I been given an appointment at the crack of fackin dawn on my day off. Why pls why.,doctor rate appointment crack fackin dawn day pls,can'tsay
2137," @OhClo_xo me too, I always think if they ever had a female doctor, it would have to be someone like her!!",female doctor,can'tsay
2161, Three victims remained in critical condition at a hospital Tuesday as New Orleans officials sought a teenage suspect in the Mother's Day ..,victims remained critical condition hospital tuesday orleans officials sought teenage suspect mothers day,can'tsay
2169, I need a mental hospital.,mental hospital,can'tsay
2170, @bro_bol I am saying that because I really believe priests deserve to serve people in a so much better way than obstruct medical care.,saying believe priests deserve serve people obstruct medical care,can'tsay
2171, I'm watching Doctor Who (2012 are watching) http://t.co/HUmjGvAWxh #GetGlue @bbcdoctorwho,watching doctor watching #getglue,can'tsay
2183, Just been to see my nana in hospital. That was not easy. At one point she mistook me for her.,nana hospital easy mistook,can'tsay
2190, I'm watching Doctor Who (2012 are watching) http://t.co/Nbmk3JsA7m #GetGlue @bbcdoctorwho,watching doctor watching #getglue,can'tsay
2195, Y'all please keep my mama in your prayers! She just got put into the hospital!,yall please mama prayers hospital,can'tsay
2202, Can We like to the hospital now,hospital,can'tsay
2203, @barrycoleman95 In hospital the next two days so won't be in at all,hospital days wo,can'tsay
2219," Gettin meds (@ Columbia Medical Campus) http://t.co/XiaI90mxmq place <tweepy.models.Place object at 0x0291F6B0> coordinates {u'type': u'Point', u'coordinates': [-76.84045335, 39.22469736]}",gettin meds columbia medical campus,can'tsay
2243, Rudy thinks he's a love doctor,rudy hes love doctor,can'tsay
2244, I even looked for her once when she was working in the e.r just hoping she was gonna be the doctor to see me lmao,looked er hoping gonna doctor lmao,can'tsay
2266, Read my advice about agarophobia @WomansOwnEd http://t.co/9ML6H9xRhG,read advice agarophobia,can'tsay
2269," @Rich_Davies1 Followed by - He put on his repeat the hospital had doubled it, GP ok'd, we haven't had the referral yet but it's probably ok.",followed repeat hospital doubled gp okd referral probably ok,can'tsay
2270, Photo: sexxx-on-legs: Believe in Sherlock. Trust in The Doctor. http://t.co/m8zc6WgK4U,photo sexxxonlegs believe sherlock trust doctor,can'tsay
2277," Ever wondered how medical students learn how to deal with medical emergencies? Tonight, we show you!  #KeepingBritainAlive BBC2 at 9pm",wondered medical students learn deal medical emergencies tonight #keepingbritainalive bbc2,can'tsay
2282, I need a doctor to fix this :P,doctor fix,can'tsay
2286," Parents sue SC, hospital over child's sex surgery: COLUMBIA, S.C.     (AP) -- A couple filed a lawsuit Tuesday... http://t.co/lVn6mLofpN",parents sue sc hospital childs sex surgery columbia sc ap couple filed lawsuit tuesday,can'tsay
2317, I really fancy Doctor Browning,fancy doctor browning,can'tsay
2318," @EgyyptianFluff *laughs and sits down beside you* yeah, then we kept talking. I was at the hospital at the time",laughs sits beside yeah kept talking hospital time,can'tsay
2337, Starting to hate the hospital now,starting hate hospital,can'tsay
2338, @gianna_west0x35 what happened that made him get in the hospital ?,happened hospital,can'tsay
2341, Not sure that 'medical education' is needed in the heading of this great slide from @amcunningham #300secs http://t.co/vJnrvhaPfx,amedical education heading slide #300secs,can'tsay
2342, Cause I'm no doctor ;P,cause doctor,can'tsay
2348, Photoset: Doctor Who Meme | Six Companions Captain Jack Harkness [6/6] http://t.co/uMKrJ9Jtq9,photoset doctor meme  six companions captain jack harkness 66,can'tsay
2363, @Keriel7 she is going to the doctor to find it for sure about the pace maker.,doctor pace maker,can'tsay
2364, Man drives himself to hospital after arm cut off http://t.co/NuNX4QRwpT,drives hospital arm cut,can'tsay
2365, Ten reasons why anyone involved in medical education should use Twitter. @amcunningham #300secs #slpeeps #slpeepsTech http://t.co/4cIvt3fnrA,ten reasons involved medical education twitter #300secs #slpeeps #slpeepstech,can'tsay
2366, I hate going to the doctor's,hate doctors,can'tsay
2376, Medical Financing Former Credit Suisse exec to earn $45 million stock bonus in new role http://t.co/nKmUrorQZx,medical financing former credit suisse exec earn million stock bonus role,can'tsay
2381, I'm watching General Hospital (307 are watching) http://t.co/BmiH7Yv5xh #GetGlue @GeneralHospital,watching hospital watching #getglue,can'tsay
2383," Eye doctor appointment, then going to the park on this beautiful say!",eye doctor appointment park beautiful,can'tsay
2392, Talkin to My dad on the phone.My dad is the best doctor in the World #proudOfYou,talkin dad phonemy dad doctor world #proudofyou,can'tsay
2403, \@ThePartyCodes: My doctor told me to watch my drinking,doctor told watch drinking drink infront mirror,can'tsay
2406, I keep referring to Doctor Who. My dad has a problem with that. He thinks I will end up not knowing anything else. Yeah right. He's jel.,referring doctor dad knowing else yeah hes jel,can'tsay
2411," Denis Diderot \The best doctor is the one you run to and can't find.\""""",denis diderot doctor run ca,can'tsay
2434, @SteveFLatham was augustine known for his hospital visiting? :-),augustine hospital visiting,can'tsay
2438," Hey @EmoryUniversity pay off my student loans then I'll donate money to the medical school. Until then, No.",hey pay student loans ill donate money medical school,can'tsay
2464, Read my advice and tips about #agarophobia @WomansOwn and get your copy for Q and As http://t.co/9ML6H9xRhG,read advice tips #agarophobia copy,can'tsay
2466, “@itsmattwtf: Goin to the eye doctor tomorrow i better not need glasses” #nobodycares,goin eye doctor tomorrow glasses #nobodycares,can'tsay
2474, doctor who the hell cares,doctor hell cares,can'tsay
2477, Please pray for my brother he was thrown out of a bouncy castle and flew out. He is in the hospital right now.,please pray brother thrown bouncy castle flew hospital,can'tsay
2481, Doctor Gareth checking out the stump! He approved thank goodness. http://t.co/DI2TOFippj,doctor gareth checking stump approved thank goodness,can'tsay
2486, FDA Conceals Records On Arsenic In Poultry Feed; Food &amp; Water Watch Sues - Medical Daily | @scoopit http://t.co/QxxJnE6GfW,fda conceals records arsenic poultry feed food water watch sues medical daily,can'tsay
2493, A man's been taken to hospital in Glasgow with serious injuries after a crash on the A74 in Dumfries and Galloway.,mans hospital glasgow serious injuries crash a74 dumfries galloway,can'tsay
2501, i aint a doctor...but i can make you feel better:-X am good at writtin physical love letters :)),aint doctorbut feel betterx writtin physical love letters,can'tsay
2506," Parents sue SC, #hospital over childx27;s #sex surgery - May 14 @ 3:26 PM ET http://t.co/rAL07j0ZOm",parents sue sc #hospital childx27s #sex surgery pm et,can'tsay
2530, Passed my recruit psychometric test for the royal marine commandos :-) got my selection interview and medical next #royalmarines,passed recruit psychometric test royal marine commandos selection interview medical #royalmarines,can'tsay
2569," Sister: what did the doctor say? Mom: that neenas gonna die, say bye!  .... Cool family??",sister doctor mom neenas gonna die bye cool family,can'tsay
2580, i still havent watched the new doctor who episode im laughing,havent watched doctor episode im laughing,can'tsay
2583," Highway Don't Care is a great song, but i had no idea Tim was a musician and a doctor! :0 way to keep a double life hidden #HannahMontana",highway care song idea tim musician doctor double life hidden #hannahmontana,can'tsay
2609, @ruairi0998 lmao why one arm? #amputee did the doctor say that? Cheekyyyy,lmao arm #amputee doctor cheekyyyy,can'tsay
2615," All these goons, foreign and local, need to stay away from IK while he is in hospital. Pressurizing the man when he is fragile.",goons foreign local stay ik hospital pressurizing fragile,can'tsay
2618," My FYS teacher is telling us how he got his medical marijuana card place <tweepy.models.Place object at 0x0291F6D0> coordinates {u'type': u'Point', u'coordinates': [-121.80004617, 36.65438272]}",fys teacher telling medical marijuana card,can'tsay
2622, finally getting in to see the doctor over this rachet cough,finally getting doctor rachet cough,can'tsay
2649, Suppose 2 go 2 Columbia 2mr 2 take my asvb test n physical but I can't get in touch with my doctor 4 my papers on my damn foot...,suppose columbia asvb test physical ca touch doctor papers damn foot,can'tsay
2655," I live at the doctor, I swear.",live doctor swear,can'tsay
2659, @dscreetstranger You can have sweaty Howard (Swansea) if I get to see the Doctor....and Captain Jack (Cardiff). Deal?,sweaty howard swansea doctorand captain jack cardiff deal,can'tsay
2663, IMMINENT PANDEMIC? 25 SARS like cases in Undisclosed New York Hospital http://t.co/WAaLwj7xLU,imminent pandemic sars undisclosed york hospital,can'tsay
2674, ponies-in-the-tardis: All the doctor who fandom this week  http://t.co/hsvmyW7miC,poniesinthetardis doctor fandom week ,can'tsay
2685, Photoset: Judgemental Doctor http://t.co/hfT3NV2gBq,photoset judgemental doctor,can'tsay
2688," hide not the truth from ones confessor, your personal doctor, or ones lawyer. : italian proverb",hide truth ones confessor personal doctor ones lawyer italian proverb,can'tsay
2720, 'Doctor Christian uses a camera to examin a man's anus' I'D ACTUALLY PREFER NOT THANKS,doctor christian camera examin mans anus id actually prefer thanks,can'tsay
2728, #holbycity new doctor is a kn@b,#holbycity doctor kniiidddiiidddb,can'tsay
2749, @ItsThaRealOG @nomiano yea ur fuckin sick vin u needa go to yhe doctor,yea ur fuckin sick vin needa yhe doctor,can'tsay
2750," Doctor Whooves travels back in time to visit his friend, Lysander Spooner. They are preparing to attend a meeting... http://t.co/fU1j3fMkmW",doctor whooves travels time visit friend lysander spooner preparing attend meeting,can'tsay
