tweets,cleaned tweets,
" Will value driven, multidisciplinary team approach to #healthcare save money and improve quality? http://t.co/QhvuHESwvY via @aafp","value,driven,multidisciplinary,team,approach,#healthcare,save,money,improve,quality,via",Medical
 Will VA and DoD defenses be interoperable? #EHR http://t.co/utDv2s6LCH,"va,dod,defenses,interoperable,#ehr",Medical
" Will the government delay the #ICD10 compliance date of October 1, 2014? Don’t count on it, says #CMS (@medscape) http://t.co/lcUYqSZHMK","government,delay,#icd10,compliance,date,october,don’,count,#cms",Medical
 Will spouses be covered under the Affordable Care Act? #healthcare #obama http://t.co/YoRczFZqip via @wallstCS,"spouses,covered,affordable,care,act,#healthcare,#obama,via",Medical
 Will new #IBMWatson Customer Engagement Advisor allow patients to solicit high quality Rx/health info? #hcsm #hcsmeu http://t.co/dcgqUVju9D,"#ibmwatson,customer,engagement,advisor,allow,patients,solicit,quality,rx,health,info,#hcsm,#hcsmeu",Medical
 Will My Varicose Veins Get Worse if I Don’t Have Them Treated? Find out here: http://t.co/FELw6MlLDs #doctor #veins #health,"varicose,veins,worse,don’,treated,#doctor,#veins,#health",Medical
 Will I play my ukulele again at the July #RaganHealth? Find out! http://t.co/HJX609MbN0 #hcsm #hcmktg,"play,ukulele,july,#raganhealth,#hcsm,#hcmktg",Medical
 Will I play his ukulele again at the July #RaganHealth? Find out! http://t.co/HJX609MbN0 #hcsm #hcmktg,"play,ukulele,july,#raganhealth,#hcsm,#hcmktg",Medical
 Will high tech innovations actually improve health outcomes? http://t.co/U2eIr4uf78 #HIT #Healthcare AD,"tech,innovations,actually,improve,health,outcomes,#hit,#healthcare,ad",Medical
 Will going crazy soon #ortho #dentist #bending #a #wier #monang #vineapp https://t.co/gFimbI5V4y,"crazy,soon,#ortho,#dentist,#bending,#,#wier,#monang,#vineapp,https,gfimbi5v4y",Medical
 Will Gap Filler's Pallet Pavilion see one more summer? You decide - I pledged. Will you? https://t.co/ypgyDkJsdS via @pledgeme #chc,"gap,filler,pallet,pavilion,summer,decide,pledged,https,ypgydkjsds,via,#chc",Medical
 Will be hitting hill w/Karyn Estrella #stopCBforHME #HR1717 #hmenews,"hitting,hill,karyn,estrella,#stopcbforhme,#hr1717,#hmenews",Medical
" Will be focusing in #hipaasecurity presentation on policy debate about what is in and out of #HIPAA, and how these issues may be addressed.","focusing,#hipaasecurity,presentation,policy,debate,#hipaa,issues,addressed",Medical
 Will apologise now for being consistently late to lessons throughout sixth form #Doctor #Dentist #Optician #Dentist #NoWaitThatWasLastWeek,"apologise,consistently,late,lessons,throughout,sixth,form,#doctor,#dentist,#optician,#dentist,#nowaitthatwaslastweek",Medical
 Will #PPACA help or hurt your business? Do the pros outweigh the cons? #HCR - http://t.co/p7YvvUk1V4,"#ppaca,help,hurt,business,pros,outweigh,cons,#hcr",Medical
 Will #PPACA help or hurt your business? Do the pros outweigh the cons? #HCR - http://t.co/N8T7l1B3EX,"#ppaca,help,hurt,business,pros,outweigh,cons,#hcr",Medical
 Will #PPACA help or hurt your business? Do the pros outweigh the cons? #HCR - http://t.co/cBUiZTaN4l,"#ppaca,help,hurt,business,pros,outweigh,cons,#hcr",Medical
" Will #healthcareIT ever learn to spell API?  \Universal EHR? No. Universal Data Access? Yes.\"" http://t.co/5OAzODTzZo #HIT #HCIT""","#healthcareit,learn,spell,api,universal,ehr,universal,data,access,#hit,#hcit",Medical
 Will #healthcare reform mean fewer drug approvals? Find out with #HBABostonLeaders http://t.co/2neKeP2t5k #pharma #biotech #medicaldevices,"#healthcare,reform,mean,fewer,drug,approvals,#hbabostonleaders,#pharma,#biotech,#medicaldevices",Medical
 Wildflours Gluten-Free Group to meet June 16 at Hickory Knolls Discovery Center - Chicago Tribune http://t.co/fMEjeR37hm #glutenfree,"wildflours,gluten,free,meet,june,hickory,knolls,discovery,center,chicago,tribune,#glutenfree",Medical
 WikiHow was actually pretty spot on with what the hospital has done so far... Good to know. #raisebloodpressure #wikihow #hospital,"wikihow,actually,pretty,spot,hospital,#raisebloodpressure,#wikihow,#hospital",Medical
" Wife at the hospital, and I'm in the waiting room. I better not miss my daughter's birth. #Hate #Hospitals","wife,hospital,waiting,miss,daughter,birth,#hate,#hospitals",Medical
 WI 1848 Forward: #Healthcare : #Walker knows how to #discriminate ! Wonder if #Grothman and #Pridemore support it? http://t.co/NkTsbYK7lJ,"wi,forward,#healthcare,#walker,#discriminate,wonder,#grothman,#pridemore,support",Medical
 Why You Should Question Your Doctor: http://t.co/5dIR8fX9c5 #questions #doctor Please RT,"question,doctor,#questions,#doctor,please",Medical
 Why You Should Not Ignore Pinterest in Your Social Media Strategy | http://t.co/g7Q4y250du #hcsm #doctor #hcsmeu,"ignore,pinterest,social,media,strategy,#hcsm,#doctor,#hcsmeu",Medical
 why you should go for SpectraSuite http://t.co/GqNNFFXuoq #ehr #emr #healthcare,"spectrasuite,#ehr,#emr,#healthcare",Medical
 Why you should care about changes to the DSM mental-health bible http://t.co/mRQSGFtB0v #Disease #Health,"care,changes,dsm,mental,health,bible,#disease,#health",Medical
 Why you may need more frequent teeth cleanings if you've had chemo: http://t.co/qxU9xEIcp7  #cancer #dentist,"frequent,teeth,cleanings,chemo,#cancer,#dentist",Medical
 Why Website Content for Patients Should Be At 6th Grade Reading Level http://t.co/567fwnZsyJ #hcmktg,"website,content,patients,grade,reading,level,#hcmktg",Medical
 Why VC's Shortchange #Healthcare IT—And How to Change It http://t.co/Ffluwzt2u2 #HealthIT #DigitalHealth #HealthTech,"vc,shortchange,#healthcare,—,change,#healthit,#digitalhealth,#healthtech",Medical
 Why VC's Shortchange #Healthcare IT—And How to Change It http://t.co/C4K8rAacMZ #HealthIT #DigitalHealth #HealthTech,"vc,shortchange,#healthcare,—,change,#healthit,#digitalhealth,#healthtech",Medical
 Why Toothpaste Makes Orange Juice Bitter: What is it about toothpaste that transforms the sweet... http://t.co/cddgXrYxvM #dental  #labs,"toothpaste,makes,orange,juice,bitter,toothpaste,transforms,sweet,#dental,#labs",Medical
 Why Toothpaste Makes Orange Juice Bitter http://t.co/z9FecsTvcL #dental,"toothpaste,makes,orange,juice,bitter,#dental",Medical
 Why this doctor loves his medical record - http://t.co/G0SD8EAFdZ #Epic #EMR #hcr,"doctor,loves,medical,record,#epic,#emr,#hcr",Medical
 Why the US Needs #Acupuncture Therapy http://t.co/xHgogjlgZm  #Arthritis #ChineseAcupuncture,"#acupuncture,therapy,#arthritis,#chineseacupuncture",Medical
 Why the Past Cannot Predict the Future of MOOCs and Online Learning [#Infographic] | http://t.co/vx3yb4SdE2 #meded #cmechat #edtech,"past,predict,future,moocs,online,learning,#infographic,#meded,#cmechat,#edtech",Medical
 Why the FMA? Take it from your colleagues. http://t.co/P0DHofxBtU #Physicians #Doctors,"fma,colleagues,#physicians,#doctors",Medical
 Why the debate over vaccine safety?: my blog. Vaccine Nation #thriller #autism #vaccines #vaxfax #FluShot http://t.co/57znysiVsj,"debate,vaccine,safety,blog,vaccine,nation,#thriller,#autism,#vaccines,#vaxfax,#flushot",Medical
 Why shop if you can't choose! The big obstacle in #healthit adoption is that consumers don't really have a choice. http://t.co/qgZ8mDuii7,"shop,choose,obstacle,#healthit,adoption,consumers,choice",Medical
 Why preserving #California's safety net is crucial to acheiving #health4all http://t.co/2yaNFdvzit #hcr #health #aca #medicaid #CAgov,"preserving,#california,safety,net,crucial,acheiving,#health4all,#hcr,#health,#aca,#medicaid,#cagov",Medical
 Why physicians need to write http://t.co/oZkO9v8Zg5 #hcsm #hcsmin,"physicians,write,#hcsm,#hcsmin",Medical
 Why physicians need to write http://t.co/mRaeSLciUd #hcsm #hcsmin,"physicians,write,#hcsm,#hcsmin",Medical
 Why pay for performance saves lives in the UK but not in the US #hcr http://t.co/pjCAAA9f7t,"pay,performance,saves,lives,uk,#hcr",Medical
 Why one trader is selling puts in Ariad http://t.co/tZLS58tmR7 #biotech,"trader,selling,ariad,#biotech",Medical
 Why not try @chefswade to see if they would be interested in our charity day @da_macey @RTCCJonnyA #hospice,"try,charity,day,macey,#hospice",Medical
 Why not insult ALL PNM supporters? #anand #EMS,"insult,pnm,supporters,#anand,#ems",Medical
 Why Nevada's #healthcare #PatientDumping #scandal is far from over http://t.co/SrqNgYuE4F #DumpGate #NVLeg #NVGov #nvp2,"nevada,#healthcare,#patientdumping,#scandal,#dumpgate,#nvleg,#nvgov,#nvp2",Medical
 Why most Chinese herbs education doesn’t work http://t.co/NEgK0C4XQx #AlternativeMedicine,"chinese,herbs,education,doesn’,#alternativemedicine",Medical
 Why modernizing state IT infrastructures is crucial for #HIX http://t.co/tKtBIasEpw  #HealthIT,"modernizing,infrastructures,crucial,#hix,#healthit",Medical
 Why Medical Practices Scrimp on EHR Training But Shouldn’t http://t.co/hVovlgmn9j #ehr,"medical,practices,scrimp,ehr,training,shouldn’,#ehr",Medical
 Why me? #hospital #fml http://t.co/TW8G9VF961,"#hospital,#fml",Medical
 Why it is important to utilize top-notch #eClinical products for EDC &amp; ensure clean gender data in #clinicaltrials. http://t.co/pzgAuJSaOv,"utilize,top,notch,#eclinical,products,edc,ensure,clean,gender,data,#clinicaltrials",Medical
 Why is my foot killing me... #doctor,"foot,killing,#doctor",Medical
 Why Is Collaboration Key To Reduce Readmissions? @FuturityNews #healthcare #readmissions.. http://t.co/WO5D36w4qW,"collaboration,key,reduce,readmissions,#healthcare,#readmissions",Medical
 Why is a loved one's pain so physically draining on #caregivers ?,"loved,pain,physically,draining,#caregivers",Medical
 Why is #healthinsurance enrolled annually? Would we be healthier and more committed with a longer-term outlook -- e.g. 3-year plans?,"#healthinsurance,enrolled,annually,healthier,committed,term,outlook,plans",Medical
 Why Irrelevant Giveaways and Games Are Killing Your Facebook Page http://t.co/TpIfaKeZe1 &lt;=Must read. #hcsmeu #socpharm #pharmamktg,"irrelevant,giveaways,games,killing,facebook,page,lt,read,#hcsmeu,#socpharm,#pharmamktg",Medical
 Why Insmed Shares Soared http://t.co/X9cMz98EBj #biotech,"insmed,shares,soared,#biotech",Medical
 Why Insmed Shares Soared http://t.co/F8NqXAVCOl #biotech,"insmed,shares,soared,#biotech",Medical
" Why hello there, lactation room. ???? #pjb #office #workplace #lactationroom #breastfeeding #mommyduties… http://t.co/v6TpPUF7NQ coordinates {u'type': u'Point', u'coordinates': [121.01713387, 14.55788398]}","hello,lactation,#pjb,#office,#workplace,#lactationroom,#breastfeeding,#mommyduties…,type",Medical
 Why healthcare professionals can't afford to ignore the potential of apps http://t.co/mHzmumJOZ0 #mhealth #healthapps,"healthcare,professionals,afford,ignore,potential,apps,#mhealth,#healthapps",Medical
 Why healthcare in developing nations is one of the greatest challenges of our Time.  http://t.co/ZrWLqI197k. #healthcare #globaldevelopment,"healthcare,developing,nations,challenges,time,#healthcare,#globaldevelopment",Medical
 Why Healthcare Can’t Afford to Ignore Social Media http://t.co/bUd7KKo5nb #socialmedia as a present #ehealth tool ;),"healthcare,’,afford,ignore,social,media,#socialmedia,#ehealth,tool",Medical
 Why Healthcare Blogging is Better than Social Networking | Patricia Redsicker http://t.co/buf8GWXqNT #hcsmeuES,"healthcare,blogging,social,networking,patricia,redsicker,#hcsmeues",Medical
 Why Healthcare Blogging is Better than Social Networking | Patricia Redsicker http://t.co/1RAGV3WICD #hcsmeuES,"healthcare,blogging,social,networking,patricia,redsicker,#hcsmeues",Medical
" Why Health IT Security Grows More Complex http://t.co/Yr3lNGdICY #healthIT,","health,security,grows,complex,#healthit",Medical
 Why Having A Pet Tends to Improve Your Heart Health http://t.co/UliI0t97tM #HIT #HealthIT,"pet,tends,improve,heart,health,#hit,#healthit",Medical
 Why frontline staff should embrace a paperless NHS http://t.co/dwfaB3AuPb What do you think? #NHS #healthcare #paperless,"frontline,staff,embrace,paperless,nhs,#nhs,#healthcare,#paperless",Medical
 Why expand #healthcare with no proven benefits? via @mfcannon http://t.co/ot0C5w8q2A #arleg #arpx #hcr #tlot,"expand,#healthcare,proven,benefits,via,#arleg,#arpx,#hcr,#tlot",Medical
" Why Even Good Hospitals And Doctors Are An Obstacle To Better, Cheaper #Healthcare - http://t.co/UXSubTHREa perverse incentives","hospitals,doctors,obstacle,cheaper,#healthcare,perverse,incentives",Medical
 Why dont you love me #HCR,"dont,love,#hcr",Medical
 Why does no one ever want to go work out with me?! #getfit #loner,"#getfit,#loner",Medical
 Why does Canada need a national #Pharmacare program? Watch this compelling video… http://t.co/PhuzsZ2ftf #CdnHealth #CdnPoli #Pcare2013,"canada,national,#pharmacare,program,watch,compelling,video…,#cdnhealth,#cdnpoli,#pcare2013",Medical
 Why does Canada need a national #Pharmacare program? Watch this compelling video http://t.co/o6YvYOIk6h #CdnHealth #CdnPoli @MargaretAtwood,"canada,national,#pharmacare,program,watch,compelling,video,#cdnhealth,#cdnpoli",Medical
" Why do you participate in clinical trials? Or, why would you like to? Tell us! #clinicaltrials","participate,clinical,trials,tell,#clinicaltrials",Medical
 Why do people have wisdom teeth? #teeth #dental #orthodontic http://t.co/NrWwzaz1A7,"people,wisdom,teeth,#teeth,#dental,#orthodontic",Medical
 why do my gums keep swelling up #askadentist #dentist #teeth #gums,"gums,swelling,#askadentist,#dentist,#teeth,#gums",Medical
 Why do I feel so lazy? Gotta get fit and I only think about it. #needmotovation #getfit #idontwannabefat,"feel,lazy,gotta,fit,#needmotovation,#getfit,#idontwannabefat",Medical
 Why Chiropractic Mobilization Works for Back Pain - #Chiropractic http://t.co/15QFeid3ge. Foster Family Chiropractic #FFC,"chiropractic,mobilization,pain,#chiropractic,foster,family,chiropractic,#ffc",Medical
 Why can't one have a #glutenfree cupcake delivered at 9:30 pm? Is that asking too much to ask?,"#glutenfree,cupcake,delivered,pm",Medical
" Why can't nursing school be as straight forward as memorizing a 50 pg packet? #hospitals place <tweepy.models.Place object at 0x01E338F0> coordinates {u'type': u'Point', u'coordinates': [-77.09709228, 41.21630527]}","nursing,school,straight,forward,memorizing,pg,packet,#hospitals,type",Medical
 Why breast-fed babies benefit nutritionally. http://t.co/xnSg68FsrV #breastfeeding #babies #health,"breast,fed,babies,benefit,nutritionally,#breastfeeding,#babies,#health",Medical
" Why are #doctors offices so uncomfortable? Chances are your already miserable since your there, so why do they have to make it worse? place <tweepy.models.Place object at 0x01F33750> coordinates {u'type': u'Point', u'coordinates': [-106.67951063, 35.15655892]}","#doctors,offices,uncomfortable,chances,miserable,worse,type",Medical
 Why Americans Should Worry About China’s Food Safety Problems http://t.co/4cIqZ73zh4 #FDA #US #China #FoodSafety #NGO,"americans,worry,china’,food,safety,#fda,#,#china,#foodsafety,#ngo",Medical
 Why am I watching 24 hours in A&amp;E #grim #hospitals,"watching,hours,#grim,#hospitals",Medical
 Why am I such a clutz #concussion ????,"clutz,#concussion",Medical
 Why am I so happy to be here! Hahaha #dad #dentist #funny https://t.co/cdoiENLYwu,"happy,hahaha,#dad,#dentist,#funny,https,cdoienlywu",Medical
 Why Alberta’s demand for cheap generic drugs has sparked protests and complaints - @edmontonjournal http://t.co/n4ds04ofIH #cdnhealth,"alberta’,demand,cheap,generic,drugs,sparked,protests,complaints,#cdnhealth",Medical
