ApplNo	ProductNo	Form	Dosage	ProductMktStatus	TECode	ReferenceDrug	drugname	activeingred
006800	003	CAPSULE; ORAL	150MG	3		0	PARADIONE	PARAMETHADIONE
006811	001	TABLET; ORAL	500MG	3		0	PARASAL	AMINOSALICYLIC ACID
006811	002	TABLET; ORAL	1GM	3		0	PARASAL	AMINOSALICYLIC ACID
006811	006	TABLET; ORAL	500MG	3		0	PARASAL SODIUM	AMINOSALICYLATE SODIUM
006811	011	TABLET; ORAL	1GM	3		0	PARASAL SODIUM	AMINOSALICYLATE SODIUM
006823	001	INJECTABLE; INJECTION	EQ 50,000 UNITS BASE/ML	1		1	AQUASOL A	VITAMIN A PALMITATE
006882	001	EMULSION; TOPICAL	3%	1		1	PHISOHEX	HEXACHLOROPHENE
006904	001	TABLET; ORAL	167MG;167MG;167MG	3		0	TERFONYL	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
006904	002	SUSPENSION; ORAL	167MG/5ML;167MG/5ML;167MG/5ML	3		0	TERFONYL	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
006905	002	POWDER; INHALATION	25%	3		0	NORISODRINE	ISOPROTERENOL SULFATE
006905	003	POWDER; INHALATION	10%	3		0	NORISODRINE	ISOPROTERENOL SULFATE
006917	001	INJECTABLE; INJECTION	EQ 400MG BASE/ML	3		0	GANTRISIN	SULFISOXAZOLE DIOLAMINE
006920	002	TABLET; ORAL	167MG;167MG;167MG	3		0	TRIPLE SULFAS	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
006920	003	SUSPENSION; ORAL	167MG/5ML;167MG/5ML;167MG/5ML	3		0	TRIPLE SULFAS	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
006921	002	TABLET; ORAL	4MG	3		0	CHLOR-TRIMETON	CHLORPHENIRAMINE MALEATE
006921	006	SYRUP; ORAL	2MG/5ML	3		0	CHLOR-TRIMETON	CHLORPHENIRAMINE MALEATE
006927	001	CREAM; TOPICAL	10%	1		1	EURAX	CROTAMITON
006931	002	INJECTABLE; INJECTION	1MG/ML	3		0	SYNCURINE	DECAMETHONIUM BROMIDE
007012	002	INJECTABLE; INJECTION	1MG/ML	3		0	VI-TWEL	CYANOCOBALAMIN
007073	001	TABLET; ORAL	500MG	1	AB	1	AZULFIDINE	SULFASALAZINE
007073	002	TABLET, DELAYED RELEASE; ORAL	500MG	1	AB	1	AZULFIDINE EN-TABS	SULFASALAZINE
007085	002	INJECTABLE; INJECTION	1MG/ML	3		0	CYANOCOBALAMIN	CYANOCOBALAMIN
007110	002	INJECTABLE; INJECTION	25MG/ML	3		0	CORTONE	CORTISONE ACETATE
007110	003	INJECTABLE; INJECTION	50MG/ML	3		0	CORTONE	CORTISONE ACETATE
007245	001	SOLUTION; INHALATION	0.25%	3		0	AEROLONE	ISOPROTERENOL HYDROCHLORIDE
007320	002	TABLET; ORAL	500MG	3		0	TEEBACIN	AMINOSALICYLATE SODIUM
007335	001	CAPSULE; ORAL	250MG	3		0	PRONESTYL	PROCAINAMIDE HYDROCHLORIDE
007335	002	INJECTABLE; INJECTION	100MG/ML	3		0	PRONESTYL	PROCAINAMIDE HYDROCHLORIDE
007335	003	CAPSULE; ORAL	500MG	3		0	PRONESTYL	PROCAINAMIDE HYDROCHLORIDE
007335	004	CAPSULE; ORAL	375MG	3		0	PRONESTYL	PROCAINAMIDE HYDROCHLORIDE
007335	005	INJECTABLE; INJECTION	500MG/ML	3		0	PRONESTYL	PROCAINAMIDE HYDROCHLORIDE
007336	002	TABLET; ORAL	2MG	3		0	VERILOID	ALKAVERVIR
007336	003	TABLET; ORAL	3MG	3		0	VERILOID	ALKAVERVIR
007337	005	TABLET; ORAL	325MG;2.25MG;0.19MG	3		0	PERCODAN-DEMI	ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE
007337	006	TABLET; ORAL	325MG;4.5MG;0.38MG	3		0	PERCODAN	ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE
007337	007	TABLET; ORAL	325MG;4.8355MG	1	AA	1	PERCODAN	ASPIRIN; OXYCODONE HYDROCHLORIDE
007390	001	TABLET; ORAL	50MG	3		0	BANTHINE	METHANTHELINE BROMIDE
007392	002	INJECTABLE; INJECTION	50MG/ML	3		0	SECONAL SODIUM	SECOBARBITAL SODIUM
007409	001	TABLET; ORAL	20MG	1	AB	1	BENTYL	DICYCLOMINE HYDROCHLORIDE
007409	003	CAPSULE; ORAL	10MG	1	AB	1	BENTYL	DICYCLOMINE HYDROCHLORIDE
007413	001	INJECTABLE; INJECTION	50MG/VIAL	3		0	PROTAMINE SULFATE	PROTAMINE SULFATE
007413	002	INJECTABLE; INJECTION	250MG/VIAL	3		0	PROTAMINE SULFATE	PROTAMINE SULFATE
007504	002	INJECTABLE; INJECTION	25 UNITS/VIAL	3		0	ACTHAR	CORTICOTROPIN
007504	003	INJECTABLE; INJECTION	40 UNITS/VIAL	3		0	ACTHAR	CORTICOTROPIN
007513	001	INJECTABLE; INJECTION	EQ 1MG BASE/ML	1	AP	1	LEVOPHED	NOREPINEPHRINE BITARTRATE
007517	002	TABLET; ORAL	5MG	3		0	TAPAZOLE	METHIMAZOLE
007517	004	TABLET; ORAL	10MG	3		0	TAPAZOLE	METHIMAZOLE
007529	002	INJECTABLE; INJECTION	80MG/ML	1		1	QUINIDINE GLUCONATE	QUINIDINE GLUCONATE
007600	003	INJECTABLE; INJECTION	1GM/VIAL	3		0	SURITAL	THIAMYLAL SODIUM
007600	005	INJECTABLE; INJECTION	5GM/VIAL	3		0	SURITAL	THIAMYLAL SODIUM
007600	009	INJECTABLE; INJECTION	10GM/VIAL	3		0	SURITAL	THIAMYLAL SODIUM
007638	001	TABLET, EXTENDED RELEASE; ORAL	8MG	3		0	CHLOR-TRIMETON	CHLORPHENIRAMINE MALEATE
007638	002	TABLET, EXTENDED RELEASE; ORAL	12MG	2		1	CHLOR-TRIMETON	CHLORPHENIRAMINE MALEATE
007707	001	TABLET; ORAL	500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	3		0	PHENURONE	PHENACEMIDE
007750	003	TABLET; ORAL	25MG	3		0	CORTONE	CORTISONE ACETATE
007757	002	SOLUTION/DROPS; OPHTHALMIC	EQ 4% BASE	3		0	GANTRISIN	SULFISOXAZOLE DIOLAMINE
007794	001	TABLET; ORAL	200MG	3		0	NEOTHYLLINE	DYPHYLLINE
007794	002	TABLET; ORAL	400MG	3		0	NEOTHYLLINE	DYPHYLLINE
007794	003	ELIXIR; ORAL	160MG/15ML	3		0	NEOTHYLLINE	DYPHYLLINE
007842	001	INJECTABLE; INJECTION	20MG/ML	3		0	FLAXEDIL	GALLAMINE TRIETHIODIDE
007842	002	INJECTABLE; INJECTION	100MG/ML	3		0	FLAXEDIL	GALLAMINE TRIETHIODIDE
007865	002	INJECTABLE; INJECTION	2MEQ/ML	3		0	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
007883	002	TABLET; ORAL	500MG	3		0	ANTABUSE	DISULFIRAM
007883	003	TABLET; ORAL	250MG	3		0	ANTABUSE	DISULFIRAM
007898	004	TABLET; ORAL	500MG	3		0	BENEMID	PROBENECID
007935	002	TABLET; ORAL	12.5MG	3		0	PHENERGAN	PROMETHAZINE HYDROCHLORIDE
007935	003	TABLET; ORAL	25MG	3		0	PHENERGAN	PROMETHAZINE HYDROCHLORIDE
007935	004	TABLET; ORAL	50MG	3		0	PHENERGAN	PROMETHAZINE HYDROCHLORIDE
007936	001	LOTION/SHAMPOO; TOPICAL	2.5%	1	AT	1	SELSUN	SELENIUM SULFIDE
007942	001	INJECTABLE; INJECTION	5MG/ML	3		0	SUS-PHRINE SULFITE-FREE	EPINEPHRINE
007942	003	INJECTABLE; INJECTION	1.5MG/AMP	3		0	SUS-PHRINE SULFITE-FREE	EPINEPHRINE
007953	001	SOLUTION/DROPS; OPHTHALMIC	0.12%;0.1%	3		0	PREFRIN-A	PHENYLEPHRINE HYDROCHLORIDE; PYRILAMINE MALEATE
007959	001	INJECTABLE; INJECTION	10MG/ML	1	AP	1	TENSILON	EDROPHONIUM CHLORIDE
007959	002	INJECTABLE; INJECTION	10MG/ML	1	AP	1	TENSILON PRESERVATIVE FREE	EDROPHONIUM CHLORIDE
007961	002	SYRUP; ORAL	10MG/5ML	1	AA	1	BENTYL	DICYCLOMINE HYDROCHLORIDE
007984	001	CAPSULE; ORAL	25MG	3		0	AMBODRYL	BROMODIPHENHYDRAMINE HYDROCHLORIDE
008032	001	TABLET; ORAL	500MG	3		0	TELEPAQUE	IOPANOIC ACID
008041	001	INJECTABLE; INJECTION	0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	3		0	EVANS BLUE	EVANS BLUE
008048	001	OINTMENT; TOPICAL	5%	3		0	XYLOCAINE	LIDOCAINE
008085	002	TABLET; ORAL	EQ 2.5MG BASE	1	AB	1	METHOTREXATE SODIUM	METHOTREXATE SODIUM
008102	004	CAPSULE; ORAL	12MG	3		0	TACE	CHLOROTRIANISENE
008107	001	INJECTABLE; INJECTION	EQ 3MG BASE/ML	3		0	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM
008107	002	INJECTABLE; INJECTION	EQ 50MG BASE/VIAL	3		0	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM
008107	003	FOR SOLUTION; ORAL	EQ 60MG BASE/VIAL	3		0	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM
008107	004	INJECTABLE; INJECTION	EQ 100MG BASE/VIAL	3		0	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM
008107	005	INJECTABLE; INJECTION	EQ 350MG BASE/VIAL	3		0	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM
008114	004	TABLET; ORAL	100MG	3		0	PRANTAL	DIPHEMANIL METHYLSULFATE
008126	001	TABLET; ORAL	25MG	3		0	CORTISONE ACETATE	CORTISONE ACETATE
008126	002	INJECTABLE; INJECTION	25MG/ML	3		0	CORTISONE ACETATE	CORTISONE ACETATE
008126	003	TABLET; ORAL	5MG	3		0	CORTISONE ACETATE	CORTISONE ACETATE
008126	004	TABLET; ORAL	10MG	3		0	CORTISONE ACETATE	CORTISONE ACETATE
008173	003	CREAM; TOPICAL	20%	3		0	BENOQUIN	MONOBENZONE
008228	001	INJECTABLE; INJECTION	25MG/ML	3		0	HYDROCORTONE	HYDROCORTISONE ACETATE
008228	004	INJECTABLE; INJECTION	50MG/ML	3		0	HYDROCORTONE	HYDROCORTISONE ACETATE
008248	001	INJECTABLE; INJECTION	EQ 30MG BASE/ML	3		0	WYAMINE SULFATE	MEPHENTERMINE SULFATE
008248	002	INJECTABLE; INJECTION	EQ 15MG BASE/ML	3		0	WYAMINE SULFATE	MEPHENTERMINE SULFATE
008278	003	INJECTABLE; INJECTION	5MG/VIAL	1	AP	1	REGITINE	PHENTOLAMINE MESYLATE
008284	001	TABLET; ORAL	25MG	3		0	CORTISONE ACETATE	CORTISONE ACETATE
008284	002	TABLET; ORAL	5MG	3		0	CORTISONE ACETATE	CORTISONE ACETATE
008303	001	TABLET; ORAL	25MG	3		0	APRESOLINE	HYDRALAZINE HYDROCHLORIDE
008303	002	TABLET; ORAL	50MG	3		0	APRESOLINE	HYDRALAZINE HYDROCHLORIDE
008303	003	INJECTABLE; INJECTION	20MG/ML	3		0	APRESOLINE	HYDRALAZINE HYDROCHLORIDE
008303	004	TABLET; ORAL	10MG	3		0	APRESOLINE	HYDRALAZINE HYDROCHLORIDE
008303	005	TABLET; ORAL	100MG	3		0	APRESOLINE	HYDRALAZINE HYDROCHLORIDE
008306	004	SYRUP; ORAL	10MG/5ML;6.25MG/5ML	3		0	PHENERGAN W/ CODEINE	CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE
008306	005	SYRUP; ORAL	10MG/5ML;5MG/5ML;6.25MG/5ML	3		0	PHENERGAN VC W/ CODEINE	CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
008316	001	TABLET; ORAL	EQ 15MG BASE	1		1	PRIMAQUINE	PRIMAQUINE PHOSPHATE
008317	002	INJECTABLE; INJECTION	25 UNITS/VIAL	3		0	ACTH	CORTICOTROPIN
008317	004	INJECTABLE; INJECTION	40 UNITS/VIAL	3		0	ACTH	CORTICOTROPIN
008319	008	TABLET; ORAL	100MG	3		0	BUTAZOLIDIN	PHENYLBUTAZONE
008319	009	CAPSULE; ORAL	100MG	3		0	BUTAZOLIDIN	PHENYLBUTAZONE
008322	001	TABLET; ORAL	100MG	3		0	GEMONIL	METHARBITAL
008370	001	INJECTABLE; INJECTION	10MG/ML	1	AP	1	BENTYL	DICYCLOMINE HYDROCHLORIDE
008370	002	INJECTABLE; INJECTION	10MG/ML	1	AP	1	BENTYL PRESERVATIVE FREE	DICYCLOMINE HYDROCHLORIDE
008372	006	INJECTABLE; INJECTION	40 UNITS/ML	3		0	H.P. ACTHAR GEL	CORTICOTROPIN
008372	008	INJECTABLE; INJECTION	80 UNITS/ML	1		1	H.P. ACTHAR GEL	CORTICOTROPIN
008378	003	SUSPENSION; ORAL	15MG/5ML;3.75MG/5ML;600MG/5ML	3		0	TPN	NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; TYROSINE
008381	003	SYRUP; ORAL	25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	3		0	PROMETHAZINE HYDROCHLORIDE PLAIN	PROMETHAZINE HYDROCHLORIDE
008381	004	SYRUP; ORAL	6.25MG/5ML	3		0	PROMETHAZINE HYDROCHLORIDE PLAIN	PROMETHAZINE HYDROCHLORIDE
008392	003	TABLET; ORAL	100MG	3		0	NYDRAZID	ISONIAZID
008402	001	EMULSION; TOPICAL	3%	3		0	PHISOHEX	HEXACHLOROPHENE
008414	002	OINTMENT; OPHTHALMIC	EQ 4% BASE	3		0	GANTRISIN	SULFISOXAZOLE DIOLAMINE
008420	001	SYRUP; ORAL	50MG/5ML	3		0	RIMIFON	ISONIAZID
008420	002	INJECTABLE; INJECTION	25MG/ML	3		0	RIMIFON	ISONIAZID
008420	003	INJECTABLE; INJECTION	100MG/ML	3		0	RIMIFON	ISONIAZID
008428	001	TABLET; ORAL	50MG	3		0	ISONIAZID	ISONIAZID
008428	002	TABLET; ORAL	100MG	3		0	ISONIAZID	ISONIAZID
008428	003	TABLET; ORAL	300MG	3		0	ISONIAZID	ISONIAZID
008453	001	INJECTABLE; INJECTION	500MG/VIAL	3		0	ANECTINE	SUCCINYLCHOLINE CHLORIDE
008453	002	INJECTABLE; INJECTION	20MG/ML	1	AP	1	ANECTINE	SUCCINYLCHOLINE CHLORIDE
008453	003	INJECTABLE; INJECTION	50MG/ML	3		0	ANECTINE	SUCCINYLCHOLINE CHLORIDE
008453	004	INJECTABLE; INJECTION	1GM/VIAL	3		0	ANECTINE	SUCCINYLCHOLINE CHLORIDE
008472	001	SOLUTION; TOPICAL	5%	3		0	CYCLAINE	HEXYLCAINE HYDROCHLORIDE
008492	002	TABLET; ORAL	5MG	3		0	ANTRENYL	OXYPHENONIUM BROMIDE
008499	002	TABLET; ORAL	100MG	3		0	ISONIAZID	ISONIAZID
008499	003	TABLET; ORAL	300MG	3		0	ISONIAZID	ISONIAZID
008506	007	TABLET; ORAL	10MG	3		0	HYDROCORTONE	HYDROCORTISONE
008506	011	TABLET; ORAL	20MG	3		0	HYDROCORTONE	HYDROCORTISONE
008565	001	TABLET; ORAL	250MG	3		0	THIOSULFIL	SULFAMETHIZOLE
008565	004	TABLET; ORAL	500MG	3		0	THIOSULFIL	SULFAMETHIZOLE
008578	001	TABLET; ORAL	25MG	1		1	DARAPRIM	PYRIMETHAMINE
008592	003	INJECTABLE; INJECTION	EQ 0.033MG BASE/ML;2%;0.4%	3		0	RAVOCAINE AND NOVOCAIN W/ LEVOPHED	NOREPINEPHRINE BITARTRATE; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE
008592	007	INJECTABLE; INJECTION	0.05MG/ML;2%;0.4%	3		0	RAVOCAINE AND NOVOCAIN W/ NEO-COBEFRIN	LEVONORDEFRIN; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE
008604	003	SYRUP; ORAL	5MG/5ML;6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	3		0	PHENERGAN VC	PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
008662	001	INJECTABLE; INJECTION	100MG/ML	3		0	NYDRAZID	ISONIAZID
008678	002	TABLET; ORAL	100MG	1	AA	1	ISONIAZID	ISONIAZID
008678	003	TABLET; ORAL	300MG	1	AA	1	ISONIAZID	ISONIAZID
008682	001	INJECTABLE; INJECTION	10 IU/VIAL	3		0	THYTROPAR	THYROTROPIN
008693	001	TABLET; ORAL	50MG	3		0	FURADANTIN	NITROFURANTOIN
008693	002	TABLET; ORAL	100MG	3		0	FURADANTIN	NITROFURANTOIN
008697	001	TABLET; ORAL	10MG	1	AB	0	CORTEF	HYDROCORTISONE
008697	002	TABLET; ORAL	20MG	1	AB	1	CORTEF	HYDROCORTISONE
008697	003	TABLET; ORAL	5MG	1	AB	0	CORTEF	HYDROCORTISONE
008708	001	CAPSULE; ORAL	10MG	1	AB	1	DIBENZYLINE	PHENOXYBENZAMINE HYDROCHLORIDE
008719	001	INJECTABLE; INJECTION	2MG/ML	3		0	LEVO-DROMORAN	LEVORPHANOL TARTRATE
008720	001	TABLET; ORAL	2MG	3		0	LEVO-DROMORAN	LEVORPHANOL TARTRATE
008732	002	TABLET; ORAL	15MG	3		0	PRO-BANTHINE	PROPANTHELINE BROMIDE
008732	003	TABLET; ORAL	7.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	3		0	PRO-BANTHINE	PROPANTHELINE BROMIDE
008762	001	SUSPENSION; ORAL	125MG/5ML	1	AB	1	DILANTIN-125	PHENYTOIN
008762	002	SUSPENSION; ORAL	30MG/5ML	3		0	DILANTIN-30	PHENYTOIN
008767	002	TABLET; ORAL	50MG	3		0	HEDULIN	PHENINDIONE
008794	001	INJECTABLE; INJECTION	100MG/ML	3		0	CHLOR-TRIMETON	CHLORPHENIRAMINE MALEATE
008809	004	INJECTABLE; INJECTION	10MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.04MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.3MG/ML;330 UNITS/ML;1 IU/ML	3		0	M.V.I.-12	ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E
008809	005	INJECTABLE; INJECTION	20MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.6MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.6MG/ML;330 UNITS/ML;1 IU/ML	3		0	M.V.I.-12	ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E
008809	006	INJECTABLE; INJECTION	20MG/ML;0.006MG/ML;0.05MCG/ML;1.5MG/ML;0.0005MG/ML;0.06MG/ML;4MG/ML;0.6MG/ML;0.36MG/ML;0.6MG/ML;0.1MG/ML;1MG/ML	1		1	M.V.I.-12 (WITHOUT VITAMIN K)	ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E
008814	001	INJECTABLE; INJECTION	260CSR UNIT/ML	3		0	UNITENSEN	CRYPTENAMINE ACETATES
008816	001	JELLY; TOPICAL	2%	1	AT	1	XYLOCAINE	LIDOCAINE HYDROCHLORIDE
008822	001	INJECTABLE; INJECTION	25MG/ML	3		0	PERCORTEN	DESOXYCORTICOSTERONE PIVALATE
008826	001	INJECTABLE; INJECTION	10MG/ML	3		0	CHLOR-TRIMETON	CHLORPHENIRAMINE MALEATE
008842	001	TABLET; ORAL	50MG	3		0	RAUDIXIN	RAUWOLFIA SERPENTINA ROOT
008842	002	TABLET; ORAL	100MG	3		0	RAUDIXIN	RAUWOLFIA SERPENTINA ROOT
008843	001	INJECTABLE; INJECTION	30MG/VIAL	3		0	PRO-BANTHINE	PROPANTHELINE BROMIDE
008845	001	INJECTABLE; INJECTION	20MG/ML	1	AP	1	QUELICIN PRESERVATIVE FREE	SUCCINYLCHOLINE CHLORIDE
008845	002	INJECTABLE; INJECTION	50MG/ML	3		0	QUELICIN PRESERVATIVE FREE	SUCCINYLCHOLINE CHLORIDE
008845	004	INJECTABLE; INJECTION	100MG/ML	1		1	QUELICIN PRESERVATIVE FREE	SUCCINYLCHOLINE CHLORIDE
008845	006	INJECTABLE; INJECTION	20MG/ML	1	AP	1	QUELICIN	SUCCINYLCHOLINE CHLORIDE
008847	001	INJECTABLE; INJECTION	20MG/ML	3		0	SUCOSTRIN	SUCCINYLCHOLINE CHLORIDE
008847	003	INJECTABLE; INJECTION	100MG/ML	3		0	SUCOSTRIN	SUCCINYLCHOLINE CHLORIDE
008848	001	TABLET; ORAL	2.5MG	1	AA	1	PAMINE	METHSCOPOLAMINE BROMIDE
008848	002	TABLET; ORAL	5MG	1	AA	1	PAMINE FORTE	METHSCOPOLAMINE BROMIDE
008855	004	CAPSULE; ORAL	500MG	3		0	MILONTIN	PHENSUXIMIDE
008857	002	INJECTABLE; INJECTION	25MG/ML	3		0	PHENERGAN	PROMETHAZINE HYDROCHLORIDE
008857	003	INJECTABLE; INJECTION	50MG/ML	3		0	PHENERGAN	PROMETHAZINE HYDROCHLORIDE
008867	001	TABLET; ORAL	2MG	3		0	RAUWILOID	ALSEROXYLON
008869	001	INJECTABLE; INJECTION	100MG/ML;50MG/ML	3		0	DICURIN PROCAINE	PROCAINE MERETHOXYLLINE; THEOPHYLLINE
008883	001	SOLUTION/DROPS; OPHTHALMIC	0.5%	1	AT	1	OPHTHAINE	PROPARACAINE HYDROCHLORIDE
008915	001	TABLET; ORAL	4MG	3		0	CLISTIN	CARBINOXAMINE MALEATE
008917	001	OINTMENT; TOPICAL	2.5% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	3		0	CORTEF ACETATE	HYDROCORTISONE ACETATE
008917	002	OINTMENT; TOPICAL	1%	3		0	CORTEF ACETATE	HYDROCORTISONE ACETATE
008922	001	INJECTABLE; INJECTION	200MG/ML	1		1	CALCIUM DISODIUM VERSENATE	EDETATE CALCIUM DISODIUM
008922	002	TABLET; ORAL	500MG	3		0	CALCIUM DISODIUM VERSENATE	EDETATE CALCIUM DISODIUM
008943	001	TABLET; ORAL	125MG	3		0	DIAMOX	ACETAZOLAMIDE
008943	002	TABLET; ORAL	250MG	3		0	DIAMOX	ACETAZOLAMIDE
008951	001	TABLET; ORAL	1.25MG	3		0	PAGITANE	CYCRIMINE HYDROCHLORIDE
008951	002	TABLET; ORAL	2.5MG	3		0	PAGITANE	CYCRIMINE HYDROCHLORIDE
008955	001	ELIXIR; ORAL	4MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	3		0	CLISTIN	CARBINOXAMINE MALEATE
008975	001	INJECTABLE; INJECTION	40 UNITS/ML	3		0	PURIFIED CORTROPHIN GEL	CORTICOTROPIN
008975	002	INJECTABLE; INJECTION	80 UNITS/ML	3		0	PURIFIED CORTROPHIN GEL	CORTICOTROPIN
008983	001	INJECTABLE; INJECTION	50MG/ML	3		0	ARFONAD	TRIMETHAPHAN CAMSYLATE
009000	002	SUPPOSITORY; RECTAL	100MG;2MG	3		0	CAFERGOT	CAFFEINE; ERGOTAMINE TARTRATE
009008	001	SOLUTION; INTRAUTERINE	53%	3		0	SALPIX	ACETRIZOATE SODIUM
009018	003	OINTMENT; OPHTHALMIC, OTIC	1.5%	3		0	HYDROCORTONE	HYDROCORTISONE ACETATE
009048	001	CAPSULE; ORAL	10MG	1		1	8-MOP	METHOXSALEN
009048	002	LOTION; TOPICAL	1%	1		1	OXSORALEN	METHOXSALEN
009052	001	POWDER; ORAL	EQ 500MG BASE/GM	3		0	REZIPAS	AMINOSALICYLIC ACID RESIN COMPLEX
009053	002	TABLET; ORAL	50MG	1	AB	1	PURINETHOL	MERCAPTOPURINE
009078	003	TABLET; ORAL	10MG	3		0	PARSIDOL	ETHOPROPAZINE HYDROCHLORIDE
009078	006	TABLET; ORAL	50MG	3		0	PARSIDOL	ETHOPROPAZINE HYDROCHLORIDE
009078	008	TABLET; ORAL	100MG	3		0	PARSIDOL	ETHOPROPAZINE HYDROCHLORIDE
009087	001	TABLET; SUBLINGUAL	1MG	3		0	HYDERGINE	ERGOLOID MESYLATES
009087	002	TABLET; SUBLINGUAL	0.5MG	3		0	HYDERGINE	ERGOLOID MESYLATES
009088	001	INJECTABLE; INJECTION	250MG/ML	3		0	NEOTHYLLINE	DYPHYLLINE
009102	001	SYRUP; ORAL	EQ 500MG BASE/5ML	3		0	ANTEPAR	PIPERAZINE CITRATE
009102	003	TABLET; ORAL	EQ 500MG BASE	3		0	ANTEPAR	PIPERAZINE CITRATE
009108	002	TABLET; ORAL	50MG	3		0	RAUVAL	RAUWOLFIA SERPENTINA ROOT
009108	004	TABLET; ORAL	100MG	3		0	RAUVAL	RAUWOLFIA SERPENTINA ROOT
009112	003	LOTION; TOPICAL	10%	1	AT	1	EURAX	CROTAMITON
009115	001	TABLET; ORAL	0.1MG	3		0	SERPASIL	RESERPINE
009115	003	TABLET; ORAL	0.25MG	3		0	SERPASIL	RESERPINE
009115	004	TABLET; ORAL	1MG	3		0	SERPASIL	RESERPINE
009115	005	ELIXIR; ORAL	0.2MG/4ML	3		0	SERPASIL	RESERPINE
009127	003	TABLET; ORAL	20MG	3		0	CORTRIL	HYDROCORTISONE
009127	005	TABLET; ORAL	10MG	3		0	CORTRIL	HYDROCORTISONE
009149	002	TABLET; ORAL	10MG	3		0	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE
009149	007	TABLET; ORAL	25MG	3		0	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE
009149	011	INJECTABLE; INJECTION	25MG/ML	3		0	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE
009149	013	TABLET; ORAL	50MG	3		0	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE
009149	018	TABLET; ORAL	100MG	3		0	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE
009149	020	TABLET; ORAL	200MG	3		0	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE
009149	022	SYRUP; ORAL	10MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	3		0	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE
009149	024	SUPPOSITORY; RECTAL	25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	3		0	THORAZINE	CHLORPROMAZINE
009149	032	CONCENTRATE; ORAL	30MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	3		0	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE
