ApplNo	ApplType	SponsorApplicant	MostRecentLabelAvailableFlag	CurrentPatentFlag	ActionType	Chemical_Type	Ther_Potential	Orphan_Code
011722	N    	WATSON PHARMS                                     	False	False	AP	1	P	
011730	N    	BAXTER HLTHCARE CORP                              	False	False	AP	4	P	
011738	N    	ENDO PHARMS                                       	False	False	AP	3	S	V
011745	N    	ROCHE                                             	False	False	AP	5	S	
011748	N    	PHARMACIA AND UPJOHN                              	False	False	AP	3	S	
011751	N    	APOTHECON                                         	False	False	AP	5	S	
011752	N    	BOEHRINGER INGELHEIM                              	False	False	AP	3	S	
011757	N    	PHARMACIA AND UPJOHN                              	False	False	AP	2	S	
011771	N    	PHARM RES ASSOC                                   	False	False	AP	2	S	
011777	N    	MALLINCKRODT                                      	False	False	AP	5	S	
011790	N    	BAXTER HLTHCARE CORP                              	False	False	AP	3	S	
011792	N    	MEDA PHARMS                                       	False	False	AP	1	S	
011793	N    	NOVARTIS                                          	False	False	AP	1	S	
011795	N    	PFIZER                                            	False	False	AP	3	S	
011808	N    	NOVARTIS                                          	False	False	AP	1	P	
011814	N    	SCHERING                                          	False	False	AP	1	S	
011835	N    	MERCK                                             	False	False	AP	5	S	
011836	N    	SANOFI AVENTIS US                                 	False	False	AP	1	P	
011837	N    	SOLA BARNES HIND                                  	False	False	AP	3	S	
011838	N    	NOVARTIS                                          	False	False	AP	3	S	
011839	N    	PHARMACIA AND UPJOHN                              	False	False	AP	1	S	
011856	N    	PHARMACIA AND UPJOHN                              	False	False	AP	2	S	
011860	N    	MERCK                                             	False	False	AP	1	S	
011870	N    	SALIX PHARMS                                      	False	False	AP	3	S	
011878	N    	NOVARTIS                                          	False	False	AP	4	S	
011891	N    	ORGANON USA INC                                   	False	False	AP	1	S	
011903	N    	ALCON                                             	False	False	AP	5	S	
011909	N    	PARKE DAVIS                                       	False	False	AP	1	S	
011914	N    	CHESEBROUGH PONDS                                 	False	False	AP	14	S	
011945	N    	GLAXOSMITHKLINE                                   	False	False	AP	3	S	
011949	N    	SHIRE LLC                                         	False	False	AP	1	S	
011950	N    	WESTWOOD SQUIBB                                   	False	False	AP	1	S	
011958	N    	MERCK                                             	False	False	AP	5	S	
011960	N    	ASTELLAS                                          	False	False	AP	3	S	
011961	N    	VALIDUS PHARMS INC                                	False	False	AP	1	S	
011963	N    	WYETH PHARMS INC                                  	False	False	AP	1	S	
011964	N    	PARKE DAVIS                                       	False	False	AP	2	S	
011971	N    	ABBVIE                                            	False	False	AP	5	S	
011977	N    	MERCK                                             	False	False	AP	3	S	
011983	N    	MERCK                                             	False	False	AP	3	S	
011984	N    	MERCK                                             	False	False	AP	3	S	
012003	N    	ABBVIE                                            	False	False	AP	1	S	
012015	N    	OAK PHARMS AKORN                                  	False	False	AP	3	S	
012026	N    	NOVARTIS                                          	False	False	AP	4	S	
012034	N    	SCHERING                                          	False	False	AP	1	S	
012041	N    	APOTHECON                                         	False	False	AP	3	S	
012052	N    	MERCK                                             	False	False	AP	3	S	
012071	N    	MERCK                                             	False	False	AP	3	S	
012093	N    	VALEANT BERMUDA                                   	False	False	AP			
012095	N    	PHARMACIA AND UPJOHN                              	False	False	AP	2	P	
012097	N    	APOTHECON                                         	False	False	AP	3	S	
012102	N    	3M                                                	False	False	AP	3	S	
012104	N    	RANBAXY                                           	False	False	AP	3	S	
012111	N    	ALCON                                             	False	False	AP	1	S	
012122	N    	LILLY                                             	False	False	AP	1	P	
012125	N    	EASTMAN KODAK                                     	False	False	AP	4	P	
012126	N    	3M                                                	False	False	AP	14	S	
012128	N    	PFIZER                                            	False	False	AP	1	S	
012141	N    	BAXTER HLTHCARE                                   	False	False	AP	1	P	
012142	N    	BAXTER HLTHCARE                                   	False	False	AP	2	P	
012145	N    	APOTHECON                                         	False	False	AP	3	S	
012148	N    	ABBVIE                                            	False	False	AP	4	S	
012151	N    	GD SEARLE LLC                                     	False	False	AP	1	P	
012152	N    	GLAXOSMITHKLINE                                   	False	False	AP	4	S	
012154	N    	HOSPIRA                                           	False	False	AP	3	S	
012155	N    	SCHERING                                          	False	False	AP	5	S	
012157	N    	MEDICIS                                           	False	False	AP	2	S	
012164	N    	APOTHECON                                         	False	False	AP	3	S	
